index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
3155,10723,Nationwide Assur Co,2013,3843452
3156,23760,Nationwide Gen Ins Co,2013,24225833
3157,25453,Nationwide Ins Co Of Amer,2013,93379073
3158,23779,Nationwide Mut Fire Ins Co,2013,109147452
3159,23787,Nationwide Mut Ins Co,2013,121744714
3160,37877,Nationwide Prop & Cas Ins Co,2013,60583646
3161,42307,Navigators Ins Co,2013,93054123
3162,36056,Navigators Specialty Ins Co,2013,0
3163,15865,NCMIC Ins Co,2013,3997717
3164,24171,Netherlands Ins Co The,2013,40209096
3165,25852,New England Guar Ins Co Inc,2013,0
3166,21830,New England Ins Co,2013,0
3167,23841,New Hampshire Ins Co,2013,315662135
3168,12122,New Jersey Manufacturers Ins Co,2013,14154167
3169,12130,New South Ins Co,2013,154201670
3170,14834,New York Central Mut Fire Ins Co,2013,448249920
3171,16608,New York Marine & Gen Ins Co,2013,61824348
3172,20690,New York Municipal Ins Recip,2013,51587449
3173,34843,New York Schools Ins Recip,2013,87349144
3174,10762,New York Transportation Ins Corp,2013,0
3175,24848,Newport Ins Co,2013,0
3176,14788,NGM Ins Co,2013,85555288
3177,23965,Norfolk & Dedham Mut Fire Ins Co,2013,155417
3178,31470,Norguard Ins Co,2013,44673967
3179,29700,North Amer Elite Ins Co,2013,7525766
3180,29874,North Amer Specialty Ins Co,2013,16495934
3181,43869,North Country Ins Co,2013,8388576
3182,24007,North East Ins Co,2013,2711833
3183,27740,North Pointe Ins Co,2013,2539455
3184,21105,North River Ins Co,2013,20448459
3185,19372,Northern Ins Co Of NY,2013,2943647
3186,25992,Northern Security Ins Co Inc,2013,3453952
3187,24031,Northland Cas Co,2013,0
3188,24015,Northland Ins Co,2013,5838315
3189,23914,Northwestern Natl Ins Co Milwaukee,2013,0
3190,42552,Nova Cas Co,2013,30378189
3191,34630,Oak River Ins Co,2013,725809
3192,14190,OBI Natl Ins Co,2013,874124
3193,23248,Occidental Fire & Cas Co Of NC,2013,44089491
3194,12360,Ocean Harbor Cas Ins Co,2013,13970636
3195,35602,Ohic Ins Co,2013,0
3196,24074,Ohio Cas Ins Co,2013,19825719
3197,24104,Ohio Farmers Ins Co,2013,87319
3198,26565,Ohio Ind Co,2013,6697757
3199,24082,Ohio Security Ins Co,2013,11563979
3200,40231,Old Dominion Ins Co,2013,34636379
3201,24139,Old Republic Gen Ins Corp,2013,20481346
3202,24147,Old Republic Ins Co,2013,79936811
3203,35424,Old Republic Security Assur Co,2013,0
3204,37060,Old United Cas Co,2013,618596
3205,12254,Omaha Ind Co,2013,0
3206,34940,Omni Ind Co,2013,0
3207,39098,Omni Ins Co,2013,0
3208,20621,OneBeacon Amer Ins Co,2013,600285
3209,15385,OneCIS Ins Co,2013,300
3210,22870,Ontario Ins Co,2013,4612489
3211,30175,Oriska Ins Co,2013,28104368
3212,43850,Oswego Cnty Mut Ins Co,2013,6839853
3213,30350,Otsego Co Patrons Coop Fire Relief,2013,1615744
3214,14915,Otsego Mut Fire Ins Co,2013,16613872
3215,22748,Pacific Employers Ins Co,2013,460011
3216,20346,Pacific Ind Co,2013,208981361
3217,37850,Pacific Specialty Ins Co,2013,201526
3218,10222,PACO Assur Co Inc,2013,439607
3219,40177,Paramount Ins Co,2013,36877027
3220,13049,Park Ins Co,2013,12822825
3221,38636,Partner Reins Co Of The US,2013,0
3222,11835,PartnerRe Amer Ins Co,2013,0
3223,10006,Partnerre Ins Co Of NY,2013,0
3224,23442,Patriot Gen Ins Co,2013,263618
3225,14931,Pawtucket Ins Co,2013,0
3226,25755,Peachtree Cas Ins Co,2013,0
3227,18333,Peerless Ind Ins Co,2013,11664875
3228,24198,Peerless Ins Co,2013,83628603
3229,32859,Penn Amer Ins Co,2013,-243001
3230,14982,Penn Millers Ins Co,2013,1762644
3231,21962,Pennsylvania Ins Co,2013,0
3232,14974,Pennsylvania Lumbermens Mut Ins,2013,24488531
3233,12262,Pennsylvania Manufacturers Assoc Ins,2013,29485234
3234,41424,Pennsylvania Manufacturers Ind Co,2013,43795593
3235,14990,Pennsylvania Natl Mut Cas Ins Co,2013,975830
3236,37648,Permanent Gen Assur Corp,2013,2075203
3237,12297,Petroleum Cas Co,2013,614679
3238,13714,Pharmacists Mut Ins Co,2013,290269
3239,18058,Philadelphia Ind Ins Co,2013,350505095
3240,12319,Philadelphia Reins Corp,2013,0
3241,25623,Phoenix Ins Co,2013,123732154
3242,41467,Physicians Recip Insurers,2013,380471638
3243,26794,Plans Liab Ins Co,2013,0
3244,10357,Platinum Underwriters Reins Inc,2013,0
3245,18619,Platte River Ins Co,2013,2726150
3246,30945,Plaza Ins Co,2013,0
3247,10287,PMI Ins Co,2013,5995373
3248,27251,PMI Mortgage Ins Co,2013,13492221
3249,14460,Podiatry Ins Co Of Amer,2013,10192582
3250,37257,Praetorian Ins Co,2013,49319176
3251,15024,Preferred Mut Ins Co,2013,157798311
3252,36234,Preferred Professional Ins Co,2013,1373392
3253,15586,Preserver Ins Co,2013,2669031
3254,42226,Princeton Ins Co,2013,0
3255,12873,Privilege Underwriters Recp Exch,2013,43606943
3256,21903,Procentury Ins Co,2013,1084913
3257,11127,Professional Solutions Ins Co,2013,204331
3258,25585,Professionals Direct Ins Co,2013,7687
3259,11851,Progressive Advanced Ins Co,2013,130702172
3260,24260,Progressive Cas Ins Co,2013,331507217
3261,16322,Progressive Direct Ins Co,2013,29529925
3262,24279,Progressive Max Ins Co,2013,61028782
3263,38628,Progressive Northern Ins Co,2013,58526468
3264,42919,Progressive Northwestern Ins Co,2013,37229854
3265,37834,Progressive Preferred Ins Co,2013,13552232
3266,32786,Progressive Specialty Ins Co,2013,169590494
3267,34690,Property & Cas Ins Co Of Hartford,2013,82260121
3268,10638,Proselect Ins Co,2013,0
3269,12416,Protective Ins Co,2013,14271257
3270,15040,Providence Mut Fire Ins Co,2013,4874709
3271,24295,Providence Washington Ins Co,2013,0
3272,15059,Public Serv Ins Co,2013,46483288
3273,29807,PXRE Reins Co,2013,0
3274,39217,QBE Ins Corp,2013,93682533
3275,15067,Quincy Mut Fire Ins Co,2013,10892453
3276,22705,R&Q Reins Co,2013,0
3277,36250,Radian Asset Assur Inc,2013,16734001
3278,33790,Radian Guar Inc,2013,37830635
3279,30872,Radian Mortgage Assur Inc,2013,0
3280,38512,Rampart Ins Co,2013,0
3281,18538,Red Rock Ins Co,2013,11952
3282,24449,Regent Ins Co,2013,6667316
3283,12475,Republic Franklin Ins Co,2013,57196340
3284,31275,Republic Mortgage Ins Of NC,2013,6810477
3285,31089,Repwest Ins Co,2013,1597183
3286,43044,Response Ins Co,2013,1802137
3287,20133,Response Worldwide Direct Auto Ins C,2013,2675923
3288,26050,Response Worldwide Ins Co,2013,1592850
3289,36684,Riverport Ins Co,2013,288180
3290,28860,RLI Ind Co,2013,36705
3291,13056,RLI Ins Co,2013,63910508
3292,12491,Rochdale Ins Co Of NY,2013,94062606
3293,42706,Roche Surety & Cas Co Inc,2013,42725
3294,35505,Rockwood Cas Ins Co,2013,39464
3295,22314,RSUI Ind Co,2013,33638806
3296,39039,Rural Comm Ins Co,2013,16389347
3297,41378,Rutgers Cas Ins Co,2013,14886638
3298,23132,RVI Amer Ins Co,2013,3054586
3299,24740,Safeco Ins Co Of Amer,2013,11131097
3300,11215,Safeco Ins Co Of IN,2013,49555153
3301,24759,Safeco Natl Ins Co,2013,43948633
3302,11123,Safety First Ins Co,2013,43256
3303,15105,Safety Natl Cas Corp,2013,26725938
3304,40460,Sagamore Ins Co,2013,0
3305,38300,Samsung Fire & Marine Ins Co Ltd,2013,36772744
3306,21911,San Francisco Reins Co,2013,0
3307,10368,Sauquoit Valley Ins Co,2013,1003996
3308,30058,Scor Reins Co,2013,0
3309,15580,Scottsdale Ind Co,2013,20702190
3310,15563,SeaBright Ins Co,2013,123909
3311,25763,Seaton Ins Co,2013,0
3312,37923,Seaworthy Ins Co,2013,2489504
3313,10054,Securian Cas Co,2013,700089
3314,15113,Security Mut Ins Co,2013,40041100
3315,19879,Security Natl Ins Co,2013,6659151
3316,12572,Selective Ins Co Of Amer,2013,49363063
3317,13730,Selective Ins Co Of NY,2013,31654229
3318,19259,Selective Ins Co Of SC,2013,9634686
3319,39926,Selective Ins Co Of The Southeast,2013,16326224
3320,26301,Selective Way Ins Co,2013,30706382
3321,10936,Seneca Ins Co Inc,2013,50132724
3322,11000,Sentinel Ins Co Ltd,2013,179802835
3323,12870,Sentruity Cas Co,2013,0
3324,28460,Sentry Cas Co,2013,2932238
3325,24988,Sentry Ins A Mut Co,2013,12239927
3326,21180,Sentry Select Ins Co,2013,7005717
3327,22985,Sequoia Ins Co,2013,0
3328,38776,Sirius Amer Ins Co,2013,0
3329,38997,Sompo Japan Fire & Mar Ins Co Amer,2013,142422
3330,11126,Sompo Japan Ins Co of Amer,2013,34105268
3331,20613,Sparta Ins Co,2013,36110914
3332,11622,Specialty Surplus Ins Co,2013,0
3333,24767,St Paul Fire & Marine Ins Co,2013,74083849
3334,24775,St Paul Guardian Ins Co,2013,161643
3335,24791,St Paul Mercury Ins Co,2013,12585168
3336,19224,St Paul Protective Ins Co,2013,4963
3337,19070,Standard Fire Ins Co,2013,54482567
3338,18023,Star Ins Co,2013,12643765
3339,40045,Starnet Ins Co,2013,26537631
3340,38318,Starr Ind & Liab Co,2013,269934835
3341,25127,State Auto Prop & Cas Ins Co,2013,0
3342,25135,State Automobile Mut Ins Co,2013,78763
3343,25143,State Farm Fire & Cas Co,2013,1017882685
3344,25151,State Farm Gen Ins Co,2013,0
3345,25178,State Farm Mut Auto Ins Co,2013,1280085307
3346,36102,State Ins Fund,2013,2283286622
3347,36103,State Ins Fund Disability Benefits,2013,15762870
3348,12831,State Natl Ins Co Inc,2013,87508434
3349,15210,Sterling Ins Co,2013,53542198
3350,25180,Stillwater Ins Co,2013,7394605
3351,16578,Stillwater Prop & Cas Ins Co,2013,8517487
3352,10340,Stonington Ins Co,2013,1851926
3353,40436,Stratford Ins Co,2013,774275
3354,11024,Strathmore Ins Co,2013,31774889
3355,39187,Suecia Ins Co,2013,0
3356,10909,Sun Surety Ins Co,2013,0
3357,10916,Suretec Ins Co,2013,834891
3358,24047,Surety Bonding Co Of Amer,2013,240012
3359,25364,Swiss Reins Amer Corp,2013,0
3360,13666,Syncora Capital Assur Inc,2013,16186254
3361,20311,Syncora Guar Inc,2013,12309056
3362,12866,T H E Ins Co,2013,5314772
3363,22683,Teachers Ins Co,2013,0
3364,42376,Technology Ins Co Inc,2013,216848532
3365,29513,The Bar Plan Mut Ins Co,2013,0
3366,23280,The Cincinnati Ind Co,2013,6051108
3367,28240,The Serv Ins Co Inc,2013,1018553
3368,41769,The Travelers Cas Co,2013,0
3369,25534,TIG Ins Co,2013,-2
3370,13242,Titan Ind Co,2013,5738991
3371,32301,TNUS Ins Co,2013,884053
3372,42439,Toa Re Ins Co Of Amer,2013,0
3373,10945,Tokio Marine Amer Ins Co,2013,29691057
3374,25496,Torus Natl Ins Co,2013,1371610
3375,44300,Tower Ins Co Of NY,2013,230959394
3376,43702,Tower Natl Ins Co,2013,66219991
3377,37621,Toyota Motor Ins Co,2013,495881
3378,41238,Trans Pacific Ins Co,2013,630172
3379,10952,Transamerica Cas Ins Co,2013,29706012
3380,19453,Transatlantic Reins Co,2013,0
3381,28886,Transguard Ins Co Of Amer Inc,2013,849670
3382,20494,Transportation Ins Co,2013,24273294
3383,28188,Travco Ins Co,2013,138187488
3384,19038,Travelers Cas & Surety Co,2013,24732053
3385,31194,Travelers Cas & Surety Co Of Amer,2013,122645105
3386,36170,Travelers Cas Co Of CT,2013,2796517
3387,19046,Travelers Cas Ins Co Of Amer,2013,104532854
3388,36137,Travelers Commercial Ins Co,2013,29146132
3389,27998,Travelers Home & Marine Ins Co,2013,312920661
3390,25658,Travelers Ind Co,2013,164514865
3391,25666,Travelers Ind Co Of Amer,2013,91590018
3392,25682,Travelers Ind Co Of CT,2013,119445457
3393,38130,Travelers Personal Ins Co,2013,0
3394,36145,Travelers Personal Security Ins Co,2013,0
3395,25674,Travelers Prop Cas Co Of Amer,2013,275476455
3396,36161,Travelers Prop Cas Ins Co,2013,4714094
3397,34894,Trenwick Amer Reins Corp,2013,0
3398,23060,Tri State Consumer Ins Co,2013,35563439
3399,41211,Triton Ins Co,2013,1338358
3400,21709,Truck Ins Exch,2013,10280302
3401,27120,Trumbull Ins Co,2013,16776576
3402,33421,Trygg Hansa Ins Co Ltd Us Branch,2013,0
3403,29459,Twin City Fire Ins Co Co,2013,106709458
3404,41050,Underwriter for the Professions Ins,2013,0
3405,25798,Unigard Ind Co,2013,0
3406,25747,Unigard Ins Co,2013,0
3407,25844,Union Ins Co,2013,10349482
3408,21423,Union Ins Co Of Providence,2013,0
3409,25860,Union Mut Fire Ins Co,2013,10529235
3410,36048,Unione Italiana Reins Co Of Amer,2013,0
3411,36285,United Amer Ins Co,2013,0
3412,36226,United Cas & Surety Ins Co,2013,64243
3413,29963,United Farm Family Ins Co,2013,6379609
3414,11770,United Financial Cas Co,2013,53969359
3415,13021,United Fire & Cas Co,2013,0
3416,16250,United Frontier Mut Ins Co,2013,2926573
3417,16659,United Guar Comm Ins Co of NC,2013,0
3418,40525,United Guar Credit Ins Co,2013,172595
3419,11715,United Guar Ins Co,2013,0
3420,26999,United Guar Mortgage Ind Co,2013,28132873
3421,11685,United Guar Mortgage Ins Co,2013,0
3422,11740,United Guar Mortgage Ins Co of NC,2013,0
3423,15873,United Guar Residential Ins Co,2013,2407409
3424,31399,United Intl Ins Co,2013,0
3425,41335,United Natl Specialty Ins Co,2013,0
3426,25941,United Serv Automobile Assn,2013,177834520
3427,25887,United States Fidelity & Guar Co,2013,1871601
3428,21113,United States Fire Ins Co,2013,75437095
3429,25895,United States Liab Ins Co,2013,40660304
3430,10656,United States Surety Co,2013,0
3431,29157,United WI Ins Co,2013,43159
3432,10881,Unitrin Advantage Ins Co,2013,3974313
3433,16063,Unitrin Auto & Home Ins Co,2013,32343472
3434,10226,Unitrin Direct Ins Co,2013,6839943
3435,10915,Unitrin Direct Prop & Cas Co,2013,811722
3436,25909,Unitrin Preferred Ins Co,2013,27804662
3437,40703,Unitrin Safeguard Ins Co,2013,0
3438,42862,Universal Cas Co,2013,0
3439,32867,Universal Fire & Cas Ins Co,2013,165793
3440,10759,Universal N Amer Ins Co,2013,11511124
3441,13200,Universal Surety Of Amer,2013,0
3442,41181,Universal Underwriters Ins Co,2013,55927188
3443,40843,Universal Underwriters Of TX Ins,2013,0
3444,29998,Upper Hudson Natl Ins Co,2013,9115
3445,15358,US Coastal Ins Co,2013,0
3446,29599,US Specialty Ins Co,2013,129031038
3447,25968,USAA Cas Ins Co,2013,144271728
3448,18600,USAA Gen Ind Co,2013,62524681
3449,10413,Usagencies Direct Ins Co,2013,0
3450,28497,Usplate Glass Ins Co,2013,179854
3451,15326,Utica First Ins Co,2013,72829607
3452,25976,Utica Mut Ins Co,2013,62677224
3453,10687,Utica Natl Assur Co,2013,43243939
3454,13998,Utica Natl Ins Co of OH,2013,11497341
3455,43478,Utica Natl Ins Co Of TX,2013,66842263
3456,20508,Valley Forge Ins Co,2013,34006363
3457,21172,Vanliner Ins Co,2013,5203382
3458,10815,Verlan Fire Ins Co MD,2013,3166865
3459,26018,Vermont Mut Ins Co,2013,7577089
3460,10644,Victoria Automobile Ins Co,2013,4937982
3461,42889,Victoria Fire & Cas Co,2013,2338114
3462,10778,Victoria Natl Ins Co,2013,0
3463,10105,Victoria Select Ins Co,2013,0
3464,20397,Vigilant Ins Co,2013,93533058
3465,13137,Viking Ins Co Of WI,2013,0
3466,40827,Virginia Surety Co Inc,2013,2419024
3467,26085,Warner Ins Co,2013,3082693
3468,10370,Washington Cnty Coop Ins,2013,2653602
3469,32778,Washington Intl Ins Co,2013,1629020
3470,26069,Wausau Business Ins Co,2013,5128463
3471,26425,Wausau Gen Ins Co,2013,94460
3472,26042,Wausau Underwriters Ins Co,2013,13374664
3473,43290,Wayne Coop Ins Co,2013,13755239
3474,25011,Wesco Ins Co,2013,137078675
3475,44393,West Amer Ins Co,2013,2382950
3476,10030,Westchester Fire Ins Co,2013,56050394
3477,27502,Western Gen Ins Co,2013,219958
3478,13188,Western Surety Co,2013,19672725
3479,13196,Western World Ins Co,2013,-17872
3480,24112,Westfield Ins Co,2013,49032
3481,11981,Westguard Ins Co,2013,0
3482,39845,Westport Ins Corp,2013,29687702
3483,25780,Williamsburg Natl Ins Co,2013,57235
3484,31232,Work First Cas Co,2013,152551
3485,11523,Wright Natl Flood Ins Co,2013,17839585
3486,20273,WRM Amer Ind Co Inc,2013,89813
3487,40193,X L Ins Co Of NY,2013,0
3488,24554,XL Ins Amer Inc,2013,52284555
3489,20583,XL Reins Amer Inc,2013,0
3490,37885,XL Specialty Ins Co,2013,186797204
3491,30325,Zale Ind Co,2013,197488
3492,13269,Zenith Ins Co,2013,642756
3493,16535,Zurich Amer Ins Co,2013,381200093
3494,27855,Zurich Amer Ins Co Of IL,2013,8315736
3495,30325,Zale Ind Co,2012,255870
3496,34940,Omni Ind Co,2012,0
3497,39098,Omni Ins Co,2012,0
3498,27855,Zurich Amer Ins Co Of IL,2012,4157567
3499,16535,Zurich Amer Ins Co,2012,346067326
3500,13269,Zenith Ins Co,2012,716342
3501,25232,21st Century Advantage Ins Co,2012,17671920
3502,44245,21st Century Assur Co,2012,0
3503,36404,21st Century Cas Co,2012,0
3504,34789,21st Century Centennial Ins Co,2012,7179679
3505,43974,21st Century Ind Ins Co,2012,8839198
3506,12963,21st Century Ins Co,2012,0
3507,32220,21st Century N Amer Ins Co,2012,23410900
3508,36587,21st Century Natl Ins Co,2012,16927089
3509,22225,21st Century Preferred Ins Co,2012,1370994
3510,20796,21st Century Premier Ins Co,2012,5347968
3511,23833,21st Century Security Ins Co,2012,12985841
3512,11105,A Central Ins Co,2012,49594865
3513,22896,Aca Fin Guar Corp,2012,0
3514,42544,Academic Hlth Professionals Ins,2012,63864633
3515,31325,Acadia Ins Co,2012,13586198
3516,12304,Accident Fund Gen Ins Co,2012,42521
3517,10166,Accident Fund Ins Co of Amer,2012,920526
3518,12305,Accident Fund Natl Ins Co,2012,54637
3519,26379,Accredited Surety & Cas Co Inc,2012,13880
3520,22667,Ace Amer Ins Co,2012,250595963
3521,20702,Ace Fire Underwriters Ins Co,2012,2343337
3522,20699,Ace Prop & Cas Ins Co,2012,49535185
3523,19984,ACIG Ins Co,2012,1061395
3524,22950,Acstar Ins Co,2012,85372
3525,12583,Adirondack Ins Exch,2012,150739009
3526,44318,Admiral Ind Co,2012,45494816
3527,40517,Advantage Workers Comp Ins Co,2012,117145
3528,33898,Aegis Security Ins Co,2012,2616650
3529,36153,Aetna Ins Co of CT,2012,2850014
3530,10014,Affiliated Fm Ins Co,2012,83164509
3531,22837,AGCS Marine Ins Co,2012,75086761
3532,42757,Agri Gen Ins Co,2012,2688572
3533,19402,AIG Prop Cas Co,2012,175521775
3534,34886,AIOI Nissay Dowa Ins Co Of Amer,2012,1016439
3535,19399,AIU Ins Co,2012,627371
3536,10957,Alamance Ins Co,2012,0
3537,24899,Alea North America Ins Co,2012,10
3538,20222,All Amer Ins Co,2012,3061068
3539,30970,Allegany Co-Op Ins Co,2012,13526222
3540,13285,Allegheny Cas Co,2012,1277035
3541,15334,Alliance Natl Ins Co,2012,8725636
3542,35300,Allianz Global Risks US Ins Co,2012,23853118
3543,36420,Allianz Underwriters Ins Co,2012,0
3544,11242,Allied Eastern Ind Co,2012,86511
3545,19489,Allied World Assur Co US Inc,2012,49589817
3546,22730,Allied World Ins Co,2012,0
3547,16624,Allied World Specialty Ins Co,2012,28227100
3548,10212,Allmerica Fin Alliance Ins Co,2012,45125544
3549,41840,Allmerica Fin Benefit Ins Co,2012,21521375
3550,29688,Allstate Fire & Cas Ins Co,2012,103107150
3551,19240,Allstate Ind Co,2012,327152453
3552,19232,Allstate Ins Co,2012,1506915201
3553,36455,Allstate Northbrook Ind Co,2012,0
3554,17230,Allstate Prop & Cas Ins Co,2012,575845496
3555,37907,Allstate Vehicle & Prop Ins Co,2012,0
3556,21296,Alterra Amer Ins Co,2012,29566110
3557,10829,Alterra Reins USA Inc,2012,0
3558,18708,Ambac Assur Corp,2012,46660528
3559,19720,American Alt Ins Corp,2012,59028802
3560,21849,American Automobile Ins Co,2012,42405323
3561,10111,American Bankers Ins Co Of FL,2012,39645449
3562,20427,American Cas Co Of Reading PA,2012,26989086
3563,10391,American Centennial Ins Co,2012,0
3564,19941,American Commerce Ins Co,2012,9608109
3565,10216,American Contractors Ind Co,2012,0
3566,38237,American Country Ins Co,2012,15819725
3567,19690,American Economy Ins Co,2012,4336085
3568,37990,American Empire Ins Co,2012,0
3569,23337,American European Ins Co,2012,4009070
3570,23450,American Family Home Ins Co,2012,8645033
3571,24066,American Fire & Cas Co,2012,2846424
3572,26247,American Guar & Liab Ins,2012,41359665
3573,43494,American Hallmark Ins Co Of TX,2012,0
3574,19380,American Home Assur Co,2012,41486714
3575,21857,American Ins Co,2012,39502378
3576,31895,American Interstate Ins Co,2012,0
3577,23469,American Modern Home Ins Co,2012,19218297
3578,38652,American Modern Select Ins Co,2012,0
3579,12190,American Pet Ins Co,2012,5809853
3580,19615,American Reliable Ins Co,2012,3536222
3581,19631,American Road Ins Co,2012,4539190
3582,39969,American Safety Cas Ins Co,2012,14686421
3583,42978,American Security Ins Co,2012,138985513
3584,17965,American Sentinel Ins Co,2012,53690
3585,42897,American Serv Ins Co Inc,2012,0
3586,41998,American Southern Home Ins Co,2012,0
3587,10235,American Southern Ins Co,2012,723942
3588,19704,American States Ins Co,2012,67098904
3589,13366,American Steamship Owners Mut Prot,2012,103984625
3590,31380,American Surety Co,2012,228592
3591,16616,American Transit Ins Co,2012,137008530
3592,40142,American Zurich Ins Co,2012,108875803
3593,12504,Ameriprise Ins Co,2012,22418532
3594,19488,Amerisure Ins Co,2012,434871
3595,23396,Amerisure Mut Ins Co,2012,775588
3596,27928,Amex Assur Co,2012,36358329
3597,42390,Amguard Ins Co,2012,26396720
3598,19976,Amica Mut Ins Co,2012,151709515
3599,12287,Amica Prop & Cas Ins Co,2012,0
3600,41360,Arbella Protection Ins Co,2012,0
3601,30830,Arch Ind Ins Co,2012,0
3602,11150,Arch Ins Co,2012,158719518
3603,29114,ARCH Mortgage Assur Co,2012,0
3604,18732,Arch Mortgage Guar Co,2012,119313
3605,40266,ARCH Mortgage Ins Co,2012,3260298
3606,10348,Arch Reins Co,2012,0
3607,19801,Argonaut Ins Co,2012,42584250
3608,19828,Argonaut Midwest Ins Co,2012,2973287
3609,41459,Armed Forces Ins Exch,2012,826626
3610,24678,Arrowood Ind Co,2012,-122357
3611,40398,Ashmere Ins Co,2012,0
3612,43460,Aspen Amer Ins Co,2012,87547599
3613,21865,Associated Ind Corp,2012,10496341
3614,16489,Associated Mut Ins Co,2012,6849191
3615,19305,Assurance Co Of Amer,2012,20658604
3616,30180,Assured Guar Corp,2012,81844643
3617,18287,Assured Guar Municipal Corp,2012,80730125
3618,17159,Atain Specialty Ins Co,2012,0
3619,20931,Atlanta Intl Ins Co,2012,0
3620,27154,Atlantic Specialty Ins Co,2012,41935957
3621,22586,Atlantic States Ins Co,2012,264976
3622,25422,Atradius Trade Credit Ins Co,2012,8457807
3623,10362,Atrium Ins Corp,2012,0
3624,21202,Auto Club Ins Assoc,2012,0
3625,19062,Automobile Ins Co Of Hartford CT,2012,270064527
3626,34460,Autoone Ins Co,2012,18457771
3627,10367,Avemco Ins Co,2012,1046142
3628,36579,Aviva Ins Co of CN,2012,0
3629,29530,AXA Art Ins Corp,2012,15180440
3630,33022,AXA Ins Co,2012,14281511
3631,37273,Axis Ins Co,2012,88379345
3632,20370,AXIS Reins Co,2012,2036870
3633,24813,Balboa Ins Co,2012,3054198
3634,33162,Bankers Ins Co,2012,220597
3635,18279,Bankers Standard Ins Co,2012,91343804
3636,19763,Bay State Ins Co,2012,6488662
3637,38245,BCS Ins Co,2012,36856705
3638,37540,Beazley Ins Co Inc,2012,18495389
3639,21970,Bedivere Ins Co,2012,5988227
3640,32603,Berkley Ins Co,2012,7928839
3641,38911,Berkley Natl Ins Co,2012,2090137
3642,29580,Berkley Regional Ins Co,2012,7919633
3643,13070,Berkshire Hathaway Assur Corp,2012,1853850
3644,20044,Berkshire Hathaway Homestate Ins Co,2012,2166507
3645,20095,BITCO Gen Ins Corp,2012,198761
3646,20109,BITCO Natl Ins Co,2012,16632
3647,40754,Blue Ridge Ind Co,2012,3330982
3648,22250,BlueShore Ins Co,2012,0
3649,10371,Broome Co Operative Ins Co,2012,6329475
3650,13528,Brotherhood Mut Ins Co,2012,2805498
3651,14380,Build Amer Mut Assur Co,2012,0
3652,20117,California Cas Ind Exch,2012,0
3653,38865,California Ins Co,2012,0
3654,43800,Callicoon Co Operative Ins Co,2012,6046212
3655,19771,Cambridge Mut Fire Ins Co,2012,28125727
3656,36340,Camico Mut Ins Co,2012,1449380
3657,12260,Campmed Cas & Ind Co Inc,2012,633048
3658,10464,Canal Ins Co,2012,5925
3659,10472,Capitol Ind Corp,2012,2057252
3660,10510,Carolina Cas Ins Co,2012,3555017
3661,17205,Castlepoint Ins Co,2012,163695637
3662,40134,Castlepoint Natl Ins Co,2012,1518853
3663,11255,Caterpillar Ins Co,2012,1756426
3664,24503,Catlin Ind Co,2012,365750
3665,19518,Catlin Ins Co,2012,34148012
3666,43826,Central Co Operative Ins Co,2012,5545667
3667,20230,Central Mut Ins Co,2012,16144957
3668,34274,Central States Ind Co Of Omaha,2012,2764636
3669,34649,Centre Ins Co,2012,0
3670,20710,Century Ind Co,2012,0
3671,11445,CGB Ins Co,2012,0
3672,25615,Charter Oak Fire Ins Co,2012,255345066
3673,10372,Chautauqua Patrons Ins Assoc,2012,8515939
3674,10642,Cherokee Ins Co,2012,614926
3675,29670,Cherry Valley Coop Ins Co,2012,235619
3676,22810,Chicago Ins Co,2012,16529338
3677,12777,Chubb Ind Ins Co,2012,160717945
3678,10052,Chubb Natl Ins Co,2012,31092129
3679,10669,Church Ins Co,2012,0
3680,18767,Church Mut Ins Co,2012,21424648
3681,25771,CIFG Assur N Amer Inc,2012,26865851
3682,22004,CIM Ins Corp,2012,0
3683,28665,Cincinnati Cas Co,2012,5422459
3684,10677,Cincinnati Ins Co,2012,51588869
3685,31534,Citizens Ins Co Of Amer,2012,62301252
3686,20532,Clarendon Natl Ins Co,2012,-6
3687,25070,Clearwater Ins Co,2012,0
3688,10019,Clearwater Select Ins Co,2012,0
3689,33480,Clermont Ins Co,2012,10888404
3690,31887,Coface N Amer Ins Co,2012,15135472
3691,36552,Coliseum Reins Co,2012,0
3692,34347,Colonial Amer Cas & Surety Co,2012,276891
3693,10758,Colonial Surety Co,2012,4213848
3694,36927,Colony Specialty Ins Co,2012,0
3695,19410,Commerce & Industry Ins Co,2012,132530628
3696,10220,Commonwealth Ins Co Of Amer,2012,197512
3697,10025,Community Mut Ins Co,2012,3267245
3698,21989,Compass Ins Co,2012,0
3699,34711,Computer Ins Co,2012,0
3700,22144,Constellation Rein Co,2012,0
3701,32190,Constitution Ins Co,2012,365625
3702,20443,Continental Cas Co,2012,386785739
3703,28258,Continental Ind Co,2012,30565726
3704,35289,Continental Ins Co,2012,23605049
3705,10804,Continental Western Ins Co,2012,7973188
3706,37206,Contractors Bonding & Ins Co,2012,145690
3707,10499,Corepointe Ins Co,2012,3566634
3708,10022,Countryway Ins Co,2012,11506588
3709,10839,Countrywide Ins Co,2012,139600863
3710,26492,Courtesy Ins Co,2012,23129
3711,31348,Crum & Forster Ind Co,2012,5347293
3712,10921,CSAA Fire & Cas Ins Co,2012,16711496
3713,37770,CSAA Gen Ins Co,2012,0
